Order_ID,Order Date-Time,Order_Priority,Cost
5986,4/21/2012-1:44:25,HIGH,Rs 71
6053,12/11/2010-10:40:44,MEDIUM,Rs 69
6432,11/10/2011-16:17:25,CRITICAL,Rs 45
6502,8/20/2011-4:15:43,MEDIUM,Rs 64
6656,5/15/2009-18:38:23,CRITICAL,Rs 66
7072,2/4/2012-7:12:49,CRITICAL,Rs 61
7429,5/26/2010-23:7:47,NOT SPECIFIED,Rs 711
7910,4/20/2010-19:8:17,CRITICAL,Rs 93
8035,3/1/2012-11:56:15,MEDIUM,Rs 5
8961,6/28/2011-2:42:8,LOW,Rs 83
9606,7/27/2009-3:52:16,NOT SPECIFIED,Rs 82
9857,5/11/2010-7:44:47,HIGH,Rs 6
11233,8/30/2011-21:9:27,NOT SPECIFIED,Rs 99
11493,10/20/2011-11:15:7,CRITICAL,Rs 711
11684,7/27/2012-12:22:28,HIGH,Rs 81
11975,4/13/2011-5:9:27,CRITICAL,Rs 85
13537,5/30/2010-21:55:51,LOW,Rs 38
13670,5/23/2012-6:28:44,CRITICAL,Rs 15
13764,7/13/2011-11:44:42,MEDIUM,Rs 21
13953,5/31/2011-7:12:14,CRITICAL,Rs 44
14119,5/31/2010-2:45:46,LOW,Rs 72
14402,10/14/2010-6:28:46,MEDIUM,Rs 57
14499,11/14/2010-16:21:13,LOW,Rs 37
15079,1/15/2010-15:26:37,MEDIUM,Rs 37
15236,4/9/2012-20:6:24,NOT SPECIFIED,Rs 39
15397,2/6/2010-8:50:53,CRITICAL,Rs 17
15719,1/18/2011-11:21:9,CRITICAL,Rs 86
16450,5/15/2011-2:47:38,MEDIUM,Rs 11
17186,1/26/2009-11:43:54,MEDIUM,Rs 58
17379,8/14/2011-22:39:47,CRITICAL,Rs 84
17573,9/4/2011-19:29:22,LOW,Rs 68
18595,1/31/2009-14:23:10,CRITICAL,Rs 7
19205,7/26/2010-16:56:29,MEDIUM,Rs 35
19494,1/12/2010-21:20:31,HIGH,Rs 47
19523,11/30/2011-22:51:22,HIGH,Rs 811
20482,7/18/2011-19:17:39,MEDIUM,Rs 5
21445,11/17/2009-14:31:38,LOW,Rs 75
21573,4/25/2012-18:42:51,CRITICAL,Rs 71
21795,6/13/2010-4:21:5,NOT SPECIFIED,Rs 51
21859,11/18/2011-6:18:2,HIGH,Rs 61
21989,2/10/2011-21:28:34,LOW,Rs 65
22688,4/17/2012-17:36:31,MEDIUM,Rs 611
22916,2/2/2012-19:5:17,MEDIUM,Rs 57
22951,5/3/2012-3:40:31,MEDIUM,Rs 61
23429,3/19/2009-10:16:31,CRITICAL,Rs 17
23681,5/19/2012-15:38:43,HIGH,Rs 61
24263,9/15/2012-15:58:53,LOW,Rs 89
24455,12/6/2009-8:6:49,NOT SPECIFIED,Rs 2
24707,3/10/2012-17:35:54,MEDIUM,Rs 68
25091,2/19/2010-9:28:30,MEDIUM,Rs 66
26305,12/2/2010-21:43:56,MEDIUM,Rs 48
26982,4/28/2012-15:34:33,NOT SPECIFIED,Rs 44
27106,12/1/2011-2:57:40,HIGH,Rs 68
27527,11/30/2010-7:41:25,MEDIUM,Rs 45
27746,12/4/2010-16:57:36,CRITICAL,Rs 61
27974,10/7/2010-5:1:52,HIGH,Rs 82
28774,1/1/2009-17:23:2,HIGH,Rs 95
29607,3/13/2012-23:47:1,MEDIUM,Rs 41
29730,6/16/2010-14:9:14,CRITICAL,Rs 98
30144,8/6/2011-21:13:35,LOW,Rs 73
31266,10/3/2012-3:20:23,HIGH,Rs 91
31456,11/15/2012-21:1:27,HIGH,Rs 1
31522,5/25/2010-5:54:48,MEDIUM,Rs 97
33319,3/27/2009-1:20:23,NOT SPECIFIED,Rs 72
33635,7/12/2009-9:53:28,HIGH,Rs 51
33988,1/10/2009-3:45:58,MEDIUM,Rs 43
34087,7/24/2009-16:23:54,LOW,Rs 3
34691,1/14/2009-16:40:1,CRITICAL,Rs 72
34785,1/25/2010-12:55:18,CRITICAL,Rs 48
34883,11/4/2009-17:32:31,CRITICAL,Rs 11
35077,10/7/2011-13:33:29,HIGH,Rs 94
36132,4/9/2012-15:53:56,LOW,Rs 4
36133,8/20/2011-16:10:42,MEDIUM,Rs 85
37891,10/20/2011-2:41:26,HIGH,Rs 14
38146,12/7/2011-10:40:27,LOW,Rs 111
38756,5/7/2009-16:56:57,CRITICAL,Rs 38
39268,4/22/2011-17:51:13,NOT SPECIFIED,Rs 11
39488,6/22/2009-20:58:31,LOW,Rs 63
39650,7/30/2010-5:27:34,NOT SPECIFIED,Rs 76
39844,12/1/2009-8:29:28,NOT SPECIFIED,Rs 83
41316,7/21/2009-17:35:31,NOT SPECIFIED,Rs 26
41476,5/31/2010-9:28:57,HIGH,Rs 94
41861,11/26/2010-5:18:19,LOW,Rs 25
42274,9/3/2011-11:24:43,HIGH,Rs 14
42882,10/27/2010-9:47:49,LOW,Rs 13
43360,10/13/2009-17:54:15,LOW,Rs 69
43713,9/7/2012-12:21:55,MEDIUM,Rs 13
44322,10/12/2011-16:29:33,NOT SPECIFIED,Rs 89
44579,6/3/2011-13:27:41,NOT SPECIFIED,Rs 31
44737,11/19/2012-10:3:42,MEDIUM,Rs 88
44738,12/5/2010-2:39:10,NOT SPECIFIED,Rs 1
44768,5/26/2012-13:16:15,NOT SPECIFIED,Rs 93
44867,7/26/2009-13:22:42,HIGH,Rs 29
45029,7/3/2010-8:10:3,HIGH,Rs 25
45543,2/2/2011-1:26:16,LOW,Rs 21
45635,4/7/2012-6:9:19,LOW,Rs 16
46436,4/4/2009-6:24:35,LOW,Rs 59
46848,11/10/2009-23:21:41,MEDIUM,Rs 63
47009,6/4/2009-23:34:32,CRITICAL,Rs 32
47138,1/9/2009-12:5:28,LOW,Rs 39
47236,10/2/2011-15:28:21,HIGH,Rs 51
47686,10/11/2012-2:54:34,NOT SPECIFIED,Rs 99
47971,10/29/2012-15:10:55,HIGH,Rs 911
48261,3/18/2011-5:26:35,MEDIUM,Rs 77
48773,1/15/2009-10:34:15,MEDIUM,Rs 67
48902,10/23/2012-21:3:50,MEDIUM,Rs 35
49221,7/3/2010-20:47:3,NOT SPECIFIED,Rs 24
49255,6/22/2012-14:48:53,HIGH,Rs 11
49575,12/16/2010-7:37:38,HIGH,Rs 54
50144,6/7/2012-22:56:30,CRITICAL,Rs 43
50181,5/30/2012-2:28:54,HIGH,Rs 411
52324,6/29/2012-19:34:9,NOT SPECIFIED,Rs 55
53441,8/24/2009-18:4:8,MEDIUM,Rs 211
53445,10/24/2012-7:39:57,HIGH,Rs 55
54055,2/13/2009-3:57:54,CRITICAL,Rs 27
54151,9/2/2009-19:25:32,CRITICAL,Rs 29
54181,5/18/2012-2:39:47,HIGH,Rs 811
54243,9/16/2009-5:9:37,LOW,Rs 93
54407,6/16/2010-17:16:9,MEDIUM,Rs 95
55394,2/26/2010-1:50:59,CRITICAL,Rs 36
56003,4/6/2010-10:27:15,CRITICAL,Rs 74
56128,7/30/2010-19:39:50,MEDIUM,Rs 55
56384,7/31/2012-17:16:12,CRITICAL,Rs 33
56646,5/19/2010-5:56:43,CRITICAL,Rs 25
56967,3/2/2012-22:18:43,LOW,Rs 16
57479,3/15/2011-5:11:57,HIGH,Rs 99
57699,11/10/2012-21:15:37,LOW,Rs 211
58690,11/5/2011-10:2:17,HIGH,Rs 89
58784,1/18/2009-15:46:30,MEDIUM,Rs 9
59428,9/9/2010-3:9:29,HIGH,Rs 89
1921,1/17/2009-11:19:7,MEDIUM,Rs 28
2978,5/2/2011-23:10:36,CRITICAL,Rs 65
7521,2/27/2011-18:32:43,LOW,Rs 91
13351,5/6/2010-7:59:38,MEDIUM,Rs 82
15687,4/9/2012-14:14:7,CRITICAL,Rs 55
23169,6/23/2011-9:9:54,CRITICAL,Rs 66
37863,2/24/2011-3:8:46,HIGH,Rs 36
40866,5/23/2010-20:56:54,HIGH,Rs 211
49989,4/26/2010-23:8:12,NOT SPECIFIED,Rs 76
54595,4/28/2009-17:2:27,MEDIUM,Rs 67
57249,7/20/2010-20:34:19,HIGH,Rs 36
5639,6/1/2009-13:23:11,MEDIUM,Rs 44
12320,12/20/2011-11:57:16,CRITICAL,Rs 14
12326,2/2/2011-5:20:55,CRITICAL,Rs 4
13056,4/22/2009-18:57:10,NOT SPECIFIED,Rs 91
13125,12/13/2010-21:6:44,NOT SPECIFIED,Rs 2
23616,8/28/2012-12:7:34,NOT SPECIFIED,Rs 211
25157,5/25/2010-4:24:5,NOT SPECIFIED,Rs 48
25313,8/21/2012-9:29:52,CRITICAL,Rs 4
25536,7/22/2011-12:13:13,LOW,Rs 11
28999,1/10/2009-13:34:23,HIGH,Rs 18
30599,2/10/2012-15:24:19,NOT SPECIFIED,Rs 73
31232,8/29/2012-13:14:36,HIGH,Rs 59
31239,8/28/2010-17:7:31,LOW,Rs 95
33090,8/5/2009-22:4:28,MEDIUM,Rs 87
33987,10/25/2011-15:30:51,HIGH,Rs 111
38337,10/31/2010-11:43:50,MEDIUM,Rs 28
38369,1/12/2010-4:2:57,NOT SPECIFIED,Rs 55
40103,9/24/2010-3:16:21,NOT SPECIFIED,Rs 11
40131,5/2/2012-14:26:3,LOW,Rs 84
41504,10/28/2012-10:8:40,CRITICAL,Rs 62
43751,6/27/2012-1:43:17,HIGH,Rs 85
44448,4/13/2009-20:29:48,CRITICAL,Rs 47
46534,10/3/2012-4:9:35,HIGH,Rs 52
47459,8/17/2011-19:57:4,NOT SPECIFIED,Rs 211
49190,12/11/2012-1:2:46,HIGH,Rs 82
55431,6/8/2012-11:35:23,NOT SPECIFIED,Rs 41
55713,2/2/2009-23:56:15,HIGH,Rs 54
59552,1/13/2010-22:48:30,NOT SPECIFIED,Rs 511
2272,4/12/2010-14:54:6,HIGH,Rs 91
6498,3/17/2009-13:32:40,MEDIUM,Rs 61
16260,11/13/2011-23:33:28,HIGH,Rs 28
16359,5/14/2012-11:53:33,CRITICAL,Rs 43
21922,11/11/2009-15:29:44,HIGH,Rs 59
23558,8/9/2011-21:25:55,LOW,Rs 47
27205,5/21/2010-8:37:40,NOT SPECIFIED,Rs 59
27461,2/26/2010-1:16:52,CRITICAL,Rs 99
29957,3/13/2010-14:14:20,CRITICAL,Rs 43
30593,7/25/2011-22:30:20,CRITICAL,Rs 45
37924,11/29/2009-10:44:5,HIGH,Rs 82
38400,12/14/2009-21:50:14,NOT SPECIFIED,Rs 22
38498,4/27/2012-12:5:35,CRITICAL,Rs 4
39492,4/17/2011-3:23:57,NOT SPECIFIED,Rs 72
39686,6/8/2012-21:25:2,NOT SPECIFIED,Rs 85
42693,4/4/2009-21:19:35,HIGH,Rs 2
42850,6/21/2011-14:7:31,MEDIUM,Rs 16
46212,9/12/2012-20:4:29,NOT SPECIFIED,Rs 97
49313,10/4/2009-10:23:42,MEDIUM,Rs 89
49477,11/29/2011-1:51:8,MEDIUM,Rs 311
49889,12/12/2012-8:7:15,CRITICAL,Rs 311
52416,1/31/2009-10:20:36,NOT SPECIFIED,Rs 21
55140,7/4/2010-15:59:52,CRITICAL,Rs 98
56550,4/8/2011-4:48:7,NOT SPECIFIED,Rs 35
57447,7/4/2011-4:34:20,NOT SPECIFIED,Rs 211
1185,8/23/2012-1:38:7,LOW,Rs 26
2149,3/12/2010-1:53:7,LOW,Rs 51
2466,3/5/2009-19:7:52,CRITICAL,Rs 42
3493,8/23/2010-18:36:47,HIGH,Rs 5
3588,3/18/2011-8:53:30,NOT SPECIFIED,Rs 15
5957,12/26/2010-18:5:3,HIGH,Rs 58
6183,6/15/2012-6:4:20,MEDIUM,Rs 96
6402,4/23/2011-18:25:29,LOW,Rs 2
6720,9/9/2010-5:29:35,NOT SPECIFIED,Rs 34
6785,5/6/2012-8:35:9,MEDIUM,Rs 92
8295,4/1/2009-10:9:35,HIGH,Rs 85
8704,6/30/2011-4:27:22,MEDIUM,Rs 47
8933,10/7/2010-14:31:37,HIGH,Rs 84
9222,2/10/2009-9:25:6,HIGH,Rs 5
10243,12/24/2011-23:25:56,HIGH,Rs 12
10502,5/14/2010-9:46:42,NOT SPECIFIED,Rs 56
10886,8/23/2009-2:55:7,CRITICAL,Rs 84
11047,12/10/2010-14:49:54,LOW,Rs 66
12803,2/25/2010-17:27:5,NOT SPECIFIED,Rs 35
13767,8/26/2010-8:21:41,HIGH,Rs 711
14117,8/25/2010-6:47:2,NOT SPECIFIED,Rs 19
14976,7/22/2011-20:11:30,HIGH,Rs 76
14980,7/14/2012-14:54:50,CRITICAL,Rs 82
16134,11/19/2012-15:12:35,HIGH,Rs 711
16258,7/6/2011-19:18:56,MEDIUM,Rs 25
16289,7/17/2010-15:31:11,HIGH,Rs 53
16993,11/16/2011-1:1:22,MEDIUM,Rs 76
18945,1/17/2009-14:56:45,MEDIUM,Rs 57
19975,4/10/2009-13:34:56,NOT SPECIFIED,Rs 86
20036,12/5/2010-10:30:11,NOT SPECIFIED,Rs 11
20964,3/30/2012-2:58:3,CRITICAL,Rs 44
21121,9/16/2009-13:7:23,NOT SPECIFIED,Rs 43
21314,11/2/2009-12:15:45,LOW,Rs 38
21702,12/17/2010-12:30:56,NOT SPECIFIED,Rs 99
21925,7/12/2012-13:16:11,NOT SPECIFIED,Rs 5
22432,11/28/2012-21:27:11,NOT SPECIFIED,Rs 59
22819,11/10/2012-8:57:59,HIGH,Rs 911
22917,3/1/2009-12:56:3,MEDIUM,Rs 91
23107,6/11/2011-5:42:2,MEDIUM,Rs 611
23556,1/9/2011-5:6:11,MEDIUM,Rs 29
23777,11/26/2012-19:57:59,NOT SPECIFIED,Rs 48
24098,4/17/2012-18:1:46,CRITICAL,Rs 311
24227,8/16/2010-23:16:2,MEDIUM,Rs 811
24614,11/21/2009-8:36:47,LOW,Rs 94
25637,2/25/2012-16:3:34,NOT SPECIFIED,Rs 54
26695,6/6/2010-22:48:54,NOT SPECIFIED,Rs 81
27078,8/12/2012-14:11:13,NOT SPECIFIED,Rs 88
29376,8/11/2012-23:32:20,CRITICAL,Rs 5
29766,3/21/2009-3:53:41,MEDIUM,Rs 73
30278,9/30/2009-5:31:46,LOW,Rs 8
30626,4/25/2011-5:45:3,CRITICAL,Rs 28
30851,9/21/2010-23:24:54,LOW,Rs 33
31718,11/27/2010-10:31:52,LOW,Rs 511
32070,7/17/2009-23:57:31,MEDIUM,Rs 98
34661,1/20/2010-15:12:28,CRITICAL,Rs 311
34754,6/4/2012-4:21:34,CRITICAL,Rs 74
35392,2/23/2012-19:39:25,HIGH,Rs 5
36103,4/29/2012-13:12:16,CRITICAL,Rs 31
37157,2/20/2010-1:31:2,HIGH,Rs 16
38176,8/15/2010-7:53:2,HIGH,Rs 811
38531,12/5/2011-11:7:15,LOW,Rs 41
40354,1/3/2009-19:40:15,HIGH,Rs 16
40832,3/29/2010-20:35:36,HIGH,Rs 98
41632,12/1/2010-4:22:58,LOW,Rs 64
42373,8/17/2011-16:7:22,NOT SPECIFIED,Rs 29
44423,7/29/2012-15:23:16,CRITICAL,Rs 55
45863,9/19/2010-19:51:54,LOW,Rs 68
47078,4/19/2010-5:3:15,MEDIUM,Rs 75
47747,11/21/2011-22:12:10,HIGH,Rs 74
47810,8/14/2011-2:45:26,CRITICAL,Rs 53
48896,10/28/2009-18:54:55,CRITICAL,Rs 14
49830,7/9/2009-3:59:53,CRITICAL,Rs 4
52389,10/21/2011-6:31:5,CRITICAL,Rs 73
52576,3/28/2009-7:7:17,LOW,Rs 92
53605,8/3/2010-2:34:11,MEDIUM,Rs 911
55460,5/26/2012-16:6:19,HIGH,Rs 32
55877,2/2/2010-7:52:50,NOT SPECIFIED,Rs 14
56647,8/3/2011-22:9:38,MEDIUM,Rs 59
57475,10/4/2010-19:43:4,LOW,Rs 21
57537,9/18/2012-19:54:3,MEDIUM,Rs 86
57698,1/6/2012-21:50:2,CRITICAL,Rs 27
58241,9/7/2010-7:14:45,CRITICAL,Rs 811
96,4/16/2009-1:59:2,HIGH,Rs 81
610,8/1/2011-23:6:21,CRITICAL,Rs 84
612,10/20/2012-9:21:56,MEDIUM,Rs 59
1440,8/9/2011-10:24:34,LOW,Rs 13
3749,2/23/2011-11:14:1,MEDIUM,Rs 811
4070,6/11/2011-16:35:31,HIGH,Rs 611
4774,4/19/2010-8:15:32,MEDIUM,Rs 74
6947,7/19/2011-1:35:31,CRITICAL,Rs 55
6979,2/27/2009-11:49:10,CRITICAL,Rs 88
7107,1/4/2012-19:9:51,NOT SPECIFIED,Rs 24
8288,5/9/2011-19:20:43,CRITICAL,Rs 15
8678,9/30/2012-11:15:14,LOW,Rs 73
10659,5/14/2009-3:36:27,CRITICAL,Rs 51
10695,5/2/2011-9:37:4,HIGH,Rs 68
11719,2/5/2011-11:28:52,NOT SPECIFIED,Rs 79
11908,5/25/2010-1:51:16,NOT SPECIFIED,Rs 43
13765,4/5/2009-7:43:13,NOT SPECIFIED,Rs 711
14055,9/1/2009-4:48:40,HIGH,Rs 17
14342,4/27/2009-2:17:57,LOW,Rs 44
14756,8/31/2009-15:34:57,LOW,Rs 45
14785,10/9/2009-15:36:53,HIGH,Rs 52
14855,4/30/2010-6:20:50,NOT SPECIFIED,Rs 96
15045,8/20/2010-20:24:3,NOT SPECIFIED,Rs 111
19621,9/7/2011-19:13:17,CRITICAL,Rs 11
20773,3/5/2009-19:3:55,NOT SPECIFIED,Rs 24
20967,3/15/2011-19:14:1,HIGH,Rs 29
21478,3/2/2012-8:32:13,LOW,Rs 96
21633,3/27/2009-7:4:6,MEDIUM,Rs 611
21696,10/21/2010-2:27:38,MEDIUM,Rs 94
22851,3/1/2009-8:56:58,CRITICAL,Rs 27
23557,5/31/2011-9:46:33,NOT SPECIFIED,Rs 44
24577,3/1/2010-8:25:30,MEDIUM,Rs 96
24961,1/26/2010-4:49:45,LOW,Rs 33
24966,12/17/2011-16:37:4,MEDIUM,Rs 56
27363,10/18/2011-20:9:30,MEDIUM,Rs 74
29028,2/5/2011-3:48:33,CRITICAL,Rs 81
29156,2/24/2010-23:48:32,LOW,Rs 86
29282,11/28/2012-20:53:51,MEDIUM,Rs 17
30053,2/1/2009-16:40:30,CRITICAL,Rs 74
30081,12/17/2011-6:42:44,HIGH,Rs 77
30214,10/4/2009-15:42:45,LOW,Rs 511
30497,2/6/2011-13:45:44,CRITICAL,Rs 15
30917,11/1/2010-13:35:37,LOW,Rs 9
31681,11/7/2012-23:51:42,NOT SPECIFIED,Rs 46
31777,10/19/2011-16:48:42,NOT SPECIFIED,Rs 38
32710,11/16/2009-17:19:52,HIGH,Rs 24
33060,2/19/2010-2:5:53,HIGH,Rs 71
33254,11/3/2011-13:36:18,NOT SPECIFIED,Rs 24
33605,4/3/2012-20:2:26,CRITICAL,Rs 74
34180,9/3/2011-21:10:37,HIGH,Rs 84
35137,7/17/2010-8:32:10,HIGH,Rs 72
36838,4/8/2009-17:39:21,LOW,Rs 53
37252,11/19/2011-15:22:4,LOW,Rs 5
38979,2/26/2010-3:47:55,LOW,Rs 89
39619,1/4/2012-7:37:21,LOW,Rs 25
40101,1/31/2009-2:25:2,LOW,Rs 55
41542,9/26/2009-20:52:12,HIGH,Rs 83
42565,9/22/2010-2:55:28,LOW,Rs 711
42823,6/25/2010-5:33:48,MEDIUM,Rs 311
43398,4/24/2011-15:54:45,NOT SPECIFIED,Rs 72
44002,2/7/2009-10:13:28,MEDIUM,Rs 36
44359,11/29/2010-3:12:28,HIGH,Rs 411
44871,5/3/2011-23:6:41,CRITICAL,Rs 5
46055,6/2/2012-16:28:40,MEDIUM,Rs 86
46624,4/26/2010-8:11:35,NOT SPECIFIED,Rs 8
47079,12/16/2011-12:9:34,CRITICAL,Rs 99
47494,7/1/2009-11:48:52,HIGH,Rs 411
47622,9/12/2012-1:7:53,NOT SPECIFIED,Rs 44
47938,6/24/2009-15:47:44,LOW,Rs 58
48032,8/26/2010-10:16:58,HIGH,Rs 31
49062,4/11/2012-5:49:47,LOW,Rs 74
49541,1/16/2009-9:3:43,MEDIUM,Rs 16
49799,8/24/2009-16:9:46,HIGH,Rs 1
49828,8/30/2011-19:35:38,MEDIUM,Rs 8
50054,9/6/2010-12:40:35,NOT SPECIFIED,Rs 58
50370,11/6/2012-7:57:30,CRITICAL,Rs 27
51009,11/5/2011-22:45:13,NOT SPECIFIED,Rs 32
55200,8/28/2010-3:57:45,MEDIUM,Rs 17
55808,2/14/2011-2:55:49,NOT SPECIFIED,Rs 26
55937,1/26/2009-8:21:14,MEDIUM,Rs 45
56161,4/14/2012-19:56:19,HIGH,Rs 15
57477,9/26/2010-13:49:28,HIGH,Rs 611
59044,7/20/2011-14:57:5,CRITICAL,Rs 3
59204,2/29/2012-7:58:52,MEDIUM,Rs 11
59969,1/11/2012-13:59:14,HIGH,Rs 76
166,9/11/2011-18:8:48,HIGH,Rs 15
197,4/6/2011-14:24:5,HIGH,Rs 43
231,9/28/2009-5:17:30,HIGH,Rs 18
487,8/17/2012-8:22:47,CRITICAL,Rs 76
710,1/1/2010-23:32:29,LOW,Rs 55
801,2/17/2012-9:27:17,CRITICAL,Rs 56
870,6/19/2010-5:43:43,NOT SPECIFIED,Rs 72
1253,1/25/2010-20:27:11,CRITICAL,Rs 36
1542,9/14/2010-15:45:32,MEDIUM,Rs 511
2497,8/26/2012-18:41:32,CRITICAL,Rs 111
2630,10/23/2012-13:44:41,LOW,Rs 68
2657,10/16/2011-20:15:20,HIGH,Rs 36
2688,1/23/2012-19:53:14,HIGH,Rs 99
2816,9/19/2009-22:32:5,HIGH,Rs 52
2818,12/11/2009-1:35:58,MEDIUM,Rs 41
3040,4/11/2010-17:20:43,MEDIUM,Rs 711
3108,8/4/2010-17:21:5,CRITICAL,Rs 35
3459,7/27/2009-14:21:33,NOT SPECIFIED,Rs 68
3488,1/7/2011-1:33:51,MEDIUM,Rs 31
3492,11/23/2009-13:6:50,LOW,Rs 82
3553,5/17/2009-4:16:59,MEDIUM,Rs 88
3622,11/26/2011-12:46:54,LOW,Rs 72
3810,9/16/2012-23:52:45,CRITICAL,Rs 111
4451,9/30/2009-14:1:29,CRITICAL,Rs 59
4516,3/28/2009-22:6:6,MEDIUM,Rs 72
4578,9/12/2012-23:58:53,LOW,Rs 33
4611,1/9/2010-4:14:12,HIGH,Rs 97
5281,11/1/2011-13:43:4,HIGH,Rs 811
5635,8/15/2012-6:36:44,MEDIUM,Rs 16
5696,5/3/2011-14:51:1,CRITICAL,Rs 34
5921,4/6/2009-6:17:56,LOW,Rs 12
6241,12/29/2009-15:41:55,LOW,Rs 34
6406,8/14/2009-10:53:17,CRITICAL,Rs 49
6625,8/15/2010-6:40:36,HIGH,Rs 77
6854,1/6/2009-21:25:49,MEDIUM,Rs 25
7335,5/29/2010-3:20:49,LOW,Rs 33
7457,9/30/2010-8:33:17,NOT SPECIFIED,Rs 56
7653,2/27/2012-5:36:13,MEDIUM,Rs 11
7783,1/12/2012-9:26:45,MEDIUM,Rs 82
7905,6/3/2009-12:14:11,LOW,Rs 34
8064,5/12/2011-10:41:51,HIGH,Rs 48
8130,5/13/2012-12:50:49,CRITICAL,Rs 16
8294,6/20/2012-7:11:13,MEDIUM,Rs 911
8384,5/5/2010-22:41:31,HIGH,Rs 211
8580,3/22/2011-11:47:44,HIGH,Rs 411
8646,4/9/2009-7:34:42,HIGH,Rs 65
8993,5/28/2011-12:55:53,MEDIUM,Rs 47
8996,6/2/2011-16:46:21,LOW,Rs 32
8998,1/3/2010-22:11:1,LOW,Rs 63
9124,10/16/2011-12:41:41,LOW,Rs 37
9152,8/20/2010-23:44:18,NOT SPECIFIED,Rs 11
9312,5/18/2012-17:34:35,NOT SPECIFIED,Rs 28
9700,8/8/2011-15:23:23,CRITICAL,Rs 33
9826,3/22/2012-21:24:50,MEDIUM,Rs 55
9954,6/19/2009-10:18:21,NOT SPECIFIED,Rs 97
10081,8/7/2010-11:31:47,NOT SPECIFIED,Rs 23
10272,1/17/2009-12:58:27,MEDIUM,Rs 64
10530,1/27/2009-21:12:13,MEDIUM,Rs 27
11270,6/30/2011-21:44:41,HIGH,Rs 89
11431,8/1/2012-15:36:17,HIGH,Rs 12
11815,9/12/2011-2:22:29,LOW,Rs 71
12097,11/9/2010-14:20:37,CRITICAL,Rs 211
12196,6/2/2010-20:57:42,NOT SPECIFIED,Rs 57
12451,4/19/2010-6:51:59,LOW,Rs 52
12483,8/4/2010-10:31:31,CRITICAL,Rs 61
12867,3/11/2011-11:1:40,NOT SPECIFIED,Rs 99
12903,9/25/2009-2:33:56,CRITICAL,Rs 33
13762,6/21/2010-5:43:15,MEDIUM,Rs 5
14336,11/18/2009-12:3:17,HIGH,Rs 62
14400,2/4/2009-7:23:25,MEDIUM,Rs 2
14500,6/24/2011-14:4:38,NOT SPECIFIED,Rs 45
14534,7/18/2010-19:7:51,MEDIUM,Rs 98
14884,9/27/2011-18:35:34,HIGH,Rs 62
15075,10/4/2009-13:55:5,MEDIUM,Rs 28
15234,3/12/2010-13:7:17,NOT SPECIFIED,Rs 26
15270,1/31/2009-21:41:54,NOT SPECIFIED,Rs 11
15296,8/7/2012-8:32:35,NOT SPECIFIED,Rs 211
15335,9/17/2010-14:6:32,MEDIUM,Rs 4
15712,12/4/2012-13:14:48,HIGH,Rs 42
15906,9/27/2010-23:8:22,LOW,Rs 22
16005,12/24/2012-14:24:9,NOT SPECIFIED,Rs 8
16225,5/28/2009-1:36:10,CRITICAL,Rs 94
16262,1/1/2011-12:57:49,LOW,Rs 79
16321,10/1/2009-2:16:40,NOT SPECIFIED,Rs 6
16679,11/8/2009-4:59:58,LOW,Rs 11
16775,11/22/2012-4:14:34,LOW,Rs 12
16834,10/23/2010-16:2:32,LOW,Rs 82
16837,1/21/2011-17:12:17,NOT SPECIFIED,Rs 4
16866,2/6/2012-2:27:46,NOT SPECIFIED,Rs 811
17058,1/1/2011-16:21:18,HIGH,Rs 81
17508,6/27/2012-19:4:34,LOW,Rs 38
18592,9/30/2012-17:48:7,CRITICAL,Rs 25
18851,12/16/2012-13:13:51,CRITICAL,Rs 43
18853,1/17/2010-10:10:6,CRITICAL,Rs 211
18884,6/24/2011-11:54:49,NOT SPECIFIED,Rs 76
19300,12/16/2009-15:29:26,CRITICAL,Rs 94
19361,9/23/2012-2:33:22,LOW,Rs 75
19557,10/30/2011-6:30:1,LOW,Rs 68
19586,11/1/2012-9:43:6,NOT SPECIFIED,Rs 2
19718,6/24/2012-8:28:41,LOW,Rs 63
19744,3/14/2010-8:26:14,MEDIUM,Rs 22
20069,9/26/2009-1:54:24,CRITICAL,Rs 5
20103,2/11/2010-21:6:57,MEDIUM,Rs 17
20135,6/30/2009-17:36:3,CRITICAL,Rs 11
20166,3/4/2009-8:30:7,LOW,Rs 53
20192,10/6/2010-2:53:13,LOW,Rs 35
20229,10/30/2009-9:13:12,LOW,Rs 77
20966,9/18/2010-9:44:55,LOW,Rs 4
21063,4/15/2011-23:26:53,LOW,Rs 53
21412,7/13/2011-6:20:20,NOT SPECIFIED,Rs 38
21442,12/25/2009-21:21:37,LOW,Rs 28
21444,4/15/2011-2:47:13,MEDIUM,Rs 5
21861,8/18/2009-15:35:49,CRITICAL,Rs 55
21956,2/1/2011-14:31:37,HIGH,Rs 11
22051,12/30/2011-5:3:46,NOT SPECIFIED,Rs 34
22085,3/9/2012-8:29:8,LOW,Rs 42
22086,12/15/2011-18:17:13,MEDIUM,Rs 49
22118,1/18/2009-10:10:15,HIGH,Rs 77
22304,11/25/2011-12:51:56,LOW,Rs 73
22919,7/17/2009-4:9:31,CRITICAL,Rs 27
23041,7/20/2010-20:41:34,LOW,Rs 62
23232,4/16/2010-21:18:15,HIGH,Rs 68
23270,3/13/2011-18:53:21,LOW,Rs 94
23618,11/27/2012-12:36:51,MEDIUM,Rs 16
24033,1/2/2011-21:16:38,HIGH,Rs 44
